address,$viva,bos,kevin,sato,spad,stamp,stmap,utxo,lowest_blockHeight,highest_blockHeight,eligible
bc1qvgkvz862a2u4hv4tqkfzphq6gjg4mggwu47drl,0,0,0,0,500000.0,55000.0,0,0,833962,834225,No
bc1qz6gh6z0gnh28zcey8mhq8hknneuterdunvveuf,0,0,0,0,0,55000.0,0,0,825009,825009,No
bc1qzgncfl9th43qeymnuwafzrzfva6eks6h9w4450,0,0,0,0,0,55000.0,0,0,825371,825371,No
bc1qg829kdhh5m0esr30m5kw3kcfedvd0flef3m56r,0,0,50000.0,0,0,55000.0,0,0,822408,833897,No
bc1qq2shy766sxmaec8ch3wez5q98shw9erctlqx2c,0,0,0,0,0,55000.0,0,0,834010,834010,No
1MVAsn7qFciHVsWx9YADRbagYSrR2wdnot,0,0,0,0,0,55000.0,0,0,821260,821260,Yes
bc1pl7syawu2w3tdy34r454rrc7dmrhcnl23psknqqamsxprjm4nq0yq69h0ee,0,0,490000.0,0,0,55000.0,0,0,832591,833253,No
bc1prh7p2xlwmufsg3nekpkul49kvjhcjpr095ujhrhnm8p2422h9frsvkvk0s,0,0,0,0,0,55000.0,0,0,834779,834779,No
bc1qkmgcfpgpxr5c32m3dsnkraf5vutyglpmnjxfhp,0,0,5000.0,0,0,53520.0,0,0,831621,831624,No
bc1qrlqc6j0d4t52cp9u4mzx54ju3petdppp4kpxg6,0,0,0,0,0,53500.0,0,10000.0,834535,834721,No
bc1qs2xd4rvhekvzdzz75cnljhdsefv2mf4xe4tul4,0,0,350000.0,0,0,53000.0,0,0,823573,823583,No
bc1qg608ap428szl3d2f6tzj6zv9g8j2jy3hehmxrd,0,0,0,0,0,52500.0,0,0,822855,822855,No
bc1q34djfnff9s7qmvmtyrg7e5j2czpeewvwn8cxr4,0,0,0,0,0,52500.0,0,125000.0,834248,834248,No
bc1qulha4haflsxpmsrne97eh9jhdyzhvn3k8rwxve,0,0,0,0,0,51585.8959,0,0,835580,835580,No
bc1qwsmarvaqng05e0s3nrsxhcq75hwwkmul9rzxrq,389000.0,0,0,0,0,50500.0,0,0,821227,826395,No
bc1q3fdf9s8cdkmty2kstcz4xpg79wfkaxsahwpznn,0,0,0,0,0,50001.0,0,5000.0,834667,834920,No
bc1qef5vfq6rmcuuj2l9x7298228yjca0tvaz7ycef,0,0,0,0,0,50001.0,0,0,833900,833900,No
bc1q3tn3zn7l8nprtyq2l2rxfs63n99maatl8kt6kf,0,0,0,0,0,50000.0,0,0,820049,820049,No
bc1q4a67z5djkuf92mssys69g8lsnq3asdjddfmc2d,0,0,0,0,0,50000.0,0,0,820210,820210,No
bc1q4smrug7ky4jvgpkma4yxf8q7rskcmhhndhase5,0,0,100000.0,0,0,50000.0,0,0,821002,821155,No
bc1q4w6wgf7zuxturl6glm28w2dujvqkkwzk5erq9w,0,0,0,0,0,50000.0,0,0,817450,817450,No
bc1q4way9zza2nyrupwm93p8g653w6vagk6ghs243g,0,0,0,0,0,50000.0,0,0,820993,820993,No
bc1q4xrp4wuntn0e9jdl7h4mwsugcx4j3ygcvx26q6,0,0,0,0,0,50000.0,0,2000000.0,821304,828871,No
bc1q50d6m5hm0ec9e088jkrwf4pkz5t7y2jxpehscg,0,0,0,0,0,50000.0,0,0,822121,822121,No
bc1q539fg0jvzv8jgh0h9fc5tmr74czuf39yzq3ua6,0,0,0,0,0,50000.0,0,0,820014,820014,No
bc1q57qjue0t7hex8gh39x85657fjwdzre0xkwarpf,0,0,0,0,0,50000.0,0,0,820015,820015,No
bc1q5d7yj86sw7n0kjtf9km5wkeamky3jtr0g52en2,0,0,50000.0,0,0,50000.0,0,0,822251,823272,No
bc1q5uxr7xuaw5urjg9uhq76ca3av4vtzx92dtnvg8,0,0,0,0,0,50000.0,0,400000.0,825427,829064,No
bc1q62q223gnwkeq5ggxtl4fqjzwmcmqnqc8qd6l3l,0,0,0,0,0,50000.0,0,0,820879,820879,No
bc1q67495usy3nlj3kvxercqyz7hje9nvjxw32pl8u,0,0,740000.0,0,0,50000.0,0,0,820050,820050,No
bc1q674cmq8l96xlk3har8aavk4nyffmzp622nrfc6,0,0,60000.0,0,0,50000.0,0,0,821189,821248,No
bc1q67dlds3vdz5uqysuyh22pl58lg3ptgqw59hru3,0,0,0,0,0,50000.0,0,0,830836,830836,No
bc1q6dvueygsqppukgrrys9sndat67hzefkfge5ct8,0,0,0,0,0,50000.0,0,0,820379,820379,No
bc1q6eh838z7x92m07z8t06avyhue94s3qlneysjsh,0,0,0,0,0,50000.0,0,0,819991,819991,No
bc1q6vgn6v3mrj3udx5852r4l827wk3y3nyrvlantq,0,0,0,0,0,50000.0,0,600000.0,820320,833957,No
bc1q6xrv32mxgdpmd53t9d9pf7c9ynfku352296xe4,0,0,35777.0,0,0,50000.0,0,0,819993,820008,No
bc1q744er5y9w6qg278sz4uazqn7lnxws4vpzsz0un,0,0,0,0,0,50000.0,0,1000000.0,820385,821210,No
bc1q75wl0wdfgnra895hgsn5rn7cehk3f5u8s95f38,0,0,0,0,0,50000.0,0,0,821161,821161,No
bc1q7850vdmzdw5kx0v6lev7k4xrkfcs753q03x55j,0,0,0,0,0,50000.0,0,50000.0,821421,821914,No
bc1q7ad9rjz7rzsvzh93remjh6n9f6f050rd0zxk0j,0,0,0,0,0,50000.0,0,0,834623,834623,No
bc1q7d7wnr2ae5663c2atlyulaze4wnzp085slmduj,0,0,0,0,0,50000.0,0,0,821422,821422,No
bc1q7pphnv0w7zq55y6nfsavp37ueck8kg0p44l22g,0,0,100000.0,0,0,50000.0,5000.0,0,832281,833366,No
bc1q7rnyfanmkzm4x2tcy0ztns3gv7tx3fyyw34awc,0,0,0,0,0,50000.0,9000.0,0,823346,830247,No
bc1q7vf7jvjfte8lau0ae6cfkjg8sa8vku542f6la2,0,0,0,0,0,50000.0,0,0,820944,820944,No
bc1q87rmrvfpft66we4tpp5w2fczqpjzazs3u6vg09,0,0,30000.0,0,0,50000.0,0,0,817706,817749,No
bc1q8dctyz29f3r7hxcv5fkmtzlw9agemggqru9f7a,0,0,0,0,0,50000.0,0,0,835596,835596,No
bc1q8lvp6pm697x96dagwnadhzwe27wtel8qykhu5x,0,0,0,0,0,50000.0,0,0,820213,820213,No
bc1q8ry7z0a5smy3fv9h3qlk4f9rtjl7cw5qrwyh03,0,0,200000.0,0,0,50000.0,0,0,824149,824150,No
bc1q8y3sw23tsac7c2jnx7nr6ymuccv9als45h3pdn,0,0,0,0,0,50000.0,0,80000.0,821782,821790,No
bc1q94sgn7d8thtkvyvkx5m82s28q8647fjn7drptq,0,0,0,0,50000.0,50000.0,0,0,832559,833891,No
bc1q9jz425e30j9pp98xa4m5gtexm30g5elr2z3ee6,0,0,0,0,0,50000.0,0,0,820438,820438,No
bc1q9tltchnpfdjl3ptgw4hnsmuzttv3mjqyea2ncv,0,0,0,0,0,50000.0,0,0,821002,821002,No
bc1q9tpsxjrmyuj6rhyl95p5zdhavudx4434j6k27s,0,0,0,0,0,50000.0,0,0,820992,820992,No
bc1q9ywkt25seauk6guht48ujnlqwq64w7l58rzvcz,0,0,0,0,0,50000.0,0,0,821117,821117,No
bc1q9z6mffcrw7w6mk7nulmw8qluhcjzn4hrr4x6wy,0,0,0,0,0,50000.0,0,0,820143,820143,No
bc1qa33shtl0sae2az9drazhxf76p38cjwd6sddz2n,0,0,0,0,0,50000.0,0,0,821724,821724,No
bc1qaevzu63ujrkez73r62jqdwrfva4augnjytjnnn,0,0,0,0,0,50000.0,0,0,820218,820218,No
bc1qaxwlwh9krc9njpx2h62a8ncutlkt22m0f8uxm8,0,0,0,0,0,50000.0,0,0,821031,821031,No
bc1qayvhqawgm396wj0ses5rst8aqg9dyc765lzc40,0,0,50000.0,0,0,50000.0,0,0,821450,821450,No
bc1qc7m0vk7ea8w92yeh8azmknp836frumcw9pgck3,0,0,0,0,0,50000.0,0,0,832665,832665,No
bc1qc93lnsq8yp38ktgupdhlhvx0qql9yaut0vjgnn,0,0,0,0,0,50000.0,0,0,819987,819987,No
bc1qckvdut8fzwf5x9rzm8hysy0mzradnz4n0zecmx,0,0,0,0,0,50000.0,0,0,821417,821417,No
bc1qcsdj94jy2hjsdwcgvk985kpx7qfe9jquaz76jw,0,0,350000.0,0,0,50000.0,0,550000.0,822923,824303,No
bc1qdldfzlep5e5l8x5cjnk54r0jl27dsk3v2uga75,0,0,0,0,0,50000.0,0,0,789645,789645,No
bc1qdwdgtg3hstrljtfnvdrnmq307f2fcev2pr8g2g,0,0,0,0,0,50000.0,0,0,826090,826090,No
bc1qdwyvwj64k9c7290xcgrns8x0s2a256n3cfpu2g,0,0,0,0,0,50000.0,0,0,816195,816195,No
bc1qe5tftc4c3fe3gz5dmt9lr8s5nslsp0x48djnvc,0,0,0,0,0,50000.0,0,0,820997,820997,No
bc1qe8raszupnfqj7ltd5hrtk2n8pzyd684k6fd8av,0,0,0,75000.0,0,50000.0,10000.0,0,816174,832877,No
bc1qenre38h38s3r62zdlsarl7fgk82tcad7j2qm8p,0,0,25000.0,0,0,50000.0,0,0,821609,821610,No
14ou8o2sxKaaRu6U4mHqREnP5UQPaTWRR3,0,0,0,0,0,50000.0,0,0,833825,833825,Yes
151g2nSXHFCJzcNZh2PvpxDR2YVoLi4XV9,0,0,0,0,0,50000.0,0,0,820277,820277,Yes
16FLJKqRg2bZDFeYajVaWCN5D4W3NPxW3G,0,0,0,0,0,50000.0,0,0,821028,821028,Yes
1AtrwCds7vVX9gaoxwcbry3Af6PuacVnC2,0,0,0,0,0,50000.0,0,200000.0,820473,822120,Yes
1BKkn9B1nFHA4kcVXA7oXfAASpybHUDLQr,0,0,0,0,0,50000.0,0,0,820167,820167,Yes
1C5WH5KPUDj8q8bh9pUzsB1iJNeNwPoVMi,420000.0,0,300000.0,0,0,50000.0,0,0,789447,829144,Yes
1DBt6DHjBHp8MuZZaYArgnjcr8ietDV844,0,0,0,0,0,50000.0,0,0,821472,821472,Yes
1FT5gQfw49kQaYKSkK5YQv7GkY1jwrEbsk,0,0,0,0,0,50000.0,0,0,822734,822734,Yes
1FYqQz2uLUGekJSnNp3BhhnkJDyE4MxgqT,0,0,0,0,0,50000.0,0,0,833825,833825,Yes
1JWt1sCytJhrGBrkU8nWvV3ZzWJEkHiGv5,0,0,0,0,0,50000.0,0,0,821304,821304,Yes
1L79qg8zGUYsMdXZ3Kj3X62zr5ZG8pM9zN,0,0,0,0,0,50000.0,0,200000.0,821918,821918,Yes
1MaTVsABHrGeoQukpvmBkypPs958mdSb3J,0,0,0,0,0,50000.0,0,0,820423,820423,Yes
3HSnhFrkp4RwGMWv9p2RwBF7bCv6gyfaMt,0,0,0,0,0,50000.0,0,0,823218,823218,Yes
bc1p04asvtpydfhgq7rmqmu4r98mdkd8wwag9f46u4xrmg5de6lhlcyq8ze3wy,0,0,0,0,0,50000.0,0,400000.0,824136,834737,No
bc1p0tnae77dc2gkm2sjczn3k9rwyw3cskxfkhujcck7c0qdxef9clfsvdhf35,0,0,0,0,0,50000.0,0,0,825585,825585,No
bc1p2rq4uwylj5vk25cm3cm7dumkzulg2yteaade4mvz9pgs0zfml4asr6zfs5,0,0,0,0,0,50000.0,0,100000.0,821324,821327,No
bc1p2rxusqhztvttr5pty2jqyyqthklq9xnf7jv7wuk6a0kpy6eyqgzqkysusk,0,0,0,0,0,50000.0,0,100002.0,820169,820969,No
bc1p64gttcrahakax7dvjpuw5j3z8yk7u05e0tj70hrguqwladg5stmqq68mdy,0,0,0,0,0,50000.0,0,0,835762,835762,No
bc1p6aszkq7j9n2yda6tq6mcmlx392m37g8wksf7kewgj7kgz0at9c8qx56nuj,0,0,0,0,0,50000.0,0,0,820936,820936,No
bc1p7uhl95pr5cnsg4hx8ytrsd6sstp8206uufdhlgtq2ylhq9sx6k6q6urgzj,0,0,0,0,0,50000.0,0,0,819922,819922,No
bc1p8047utmp64d4jahzse24kdepu75aglfu2d2x2uh03msmzlkktgds3f3tpk,0,0,0,0,0,50000.0,0,0,834656,834656,No
bc1pdxulwjugukzyc9qg7r3j3mm646varr6d2kuzel684tjaawchwutqf95ace,0,0,272500.0,25000.0,0,50000.0,47000.0,0,827021,831894,No
bc1peqqqg9c3z5vayt5n82ecgfwx5j2kr56kn4j4xr8myhfv05jdn0eqz20hw8,0,0,0,0,0,50000.0,0,0,821307,821307,No
bc1pjucuzus2ys5nsulpdf5jfevahqhwrr8hy9hg7zmfx9h3nm48wqsqy06smt,0,0,0,0,0,50000.0,0,0,821569,821569,No
bc1pkdfg3j2heuk8td34avgk62m8adkesxk8twqtfwe9vsrd04n2jy2q90yxrp,0,0,130000.0,0,0,50000.0,0,0,826974,831920,No
bc1plehle3u9lpetmp0hg5l2f8k6wdeydp7dpeezvcefx945fzpepyzsr7x8a2,0,0,12000.0,0,0,50000.0,10000.0,35000.0,827041,828042,No
bc1pmxy9e6zruv4zl7xs9zpscvcwuv3ydqdpwwr99d6qxsg37p9qjk0q58042g,0,0,0,0,0,50000.0,0,0,821457,821457,No
bc1pnnuc2f2asts5u87wsn265h3qqna2jzyejg4e7tu2jjcndqxn383qa3qf0y,0,0,0,0,0,50000.0,0,0,833249,833249,No
bc1pp9f3e398kmtkl27fd9nw50nx8kyuza4zspf0e79hvv22m2azcy7qvpd0mr,0,0,0,0,0,50000.0,0,0,833066,833066,No
bc1pqpfuctpmqcqp727vzpq5qx4s4l5k53433l9jd0paca7z4nqcl4yq5c4glm,0,0,0,0,0,50000.0,0,0,834371,834371,No
bc1ptssn7u4u3mdn4jvtdeq64wf9lywlgr0unwtlsw2zt8jjfy33jalqjvgxne,0,0,0,0,0,50000.0,0,100000.0,820824,821146,No
bc1ptwavjcq0r8q22g4w62anjhq78udtvlll97385wqlpmj6r0z8fd3qrenury,0,0,0,0,0,50000.0,0,50000.0,821613,821613,No
bc1pvsyx4y7j4hgz8dyck2fd87ptwpfptm376rz029h0eff90wva8yjs7qrvt9,0,0,0,0,0,50000.0,0,0,823147,823147,No
bc1pw320dvyx0qzs2s4mufg406kdq0t2pjccnz0uajrn43upjyj5qk9qze8ha2,0,0,0,0,0,50000.0,0,0,825284,825284,No
bc1pwl6j83yqh34m75ze445fgph0qgs3lkvwydyx8ff8a230jkvjy0dqu5uax4,0,0,0,0,0,50000.0,0,0,833917,833917,No
bc1pxkg8efzl30pzahepfrtyv4wd76v5p40mk7w33enj303arsq8z56qz52xud,0,0,0,0,0,50000.0,0,0,820990,820990,No
bc1pymjheeryl8n4f6jqgsmq8s9gjqd7384laxam8ukwhrc30zmg7xxq8xps6e,0,0,0,0,0,50000.0,0,0,833929,833929,No
bc1pz3cl949mgraggvlm2vsj42emmzjp599dxqe94pxh6j3x40pg04vqcfphj9,0,0,0,0,0,50000.0,0,0,825422,825422,No
bc1q082uwgtufc4jys20hs5sw30r5rclruu7u0xw26,0,0,0,0,0,50000.0,0,0,828231,828231,No
bc1q0f25la6pg9q85qzwg4du3h6ccs2fh9ncnmlt9x,0,0,0,0,0,50000.0,0,200000.0,825106,825109,No
bc1q0gfwhk6z77mfv9pahyshtnwarfmp4qz94478lq,0,0,0,0,0,50000.0,0,0,820936,820936,No
bc1q0mn5urnxca52lk6h7hgmc974hwqq5zg6s5fjqp,0,0,0,0,0,50000.0,0,4349999.0,834783,834865,No
bc1q0nngchsqv50758aj66mh6v6kpq8lnsu2ugvmzj,0,0,200000.0,0,0,50000.0,0,0,820958,820958,No
bc1q0plzz5suvx7mgtchgfkncdczxur97sfcz4j8rv,0,0,0,0,0,50000.0,0,0,833785,833785,No
bc1q0pz79wg7na6n7ackuj2nphf2n9peessfk5lfqg,0,0,0,0,0,50000.0,0,0,828536,828536,No
bc1q0vdzhuuv5wtd992sxexk6200pgaua8z80qrrqq,0,0,59999.0,0,0,50000.0,0,0,820329,820331,No
bc1q0weq6gsndlpzejgugfgfq4qqz2p5g97zgs4mck,0,0,0,0,0,50000.0,0,0,820644,820644,No
bc1q0y9n3q45ezrxmxprfegh2vau6nx265ukj3nvpy,0,0,0,0,0,50000.0,0,100000.0,823023,824942,No
bc1q0zsazgplrfpg735vrenwyc8hfm539wgd3j5nju,0,0,81000.0,0,0,50000.0,0,0,831334,833904,No
bc1q20k6rdr0c0smzfxuyqjz9xwerm3n3w93fpdz42,0,0,0,0,0,50000.0,0,0,820151,820151,No
bc1q2q76az84tnuvjm0w4pwa5cmha9rm8t0gajqy8d,0,0,0,0,0,50000.0,0,0,830177,830177,No
bc1q2skr6kjslmnz38e7spvtanu05kgznv2clk0522,0,0,0,0,0,50000.0,0,0,834294,834294,No
bc1q2uxp2lyzae54m9mlqxvhv37h2qshe95dk0wlpn,0,0,0,0,0,50000.0,0,0,820018,820018,No
bc1q2vffvk7um8ajvp6pu79nnzyrazjxtul9vpdax0,225000.0,0,0,80000.0,0,50000.0,0,0,826435,833887,No
bc1q2x6uv3kyke8t53vytcu4g5lxgz4ly6nf0jrfvw,0,0,0,0,0,50000.0,0,0,833249,833249,No
bc1q30lglxjq25sncwe5c2lyku43879n97c0dv8p9c,0,0,0,0,0,50000.0,0,0,822303,822303,No
bc1q327l8s4d9tjpvvaput0vtq2w4n77krdldc29da,0,0,0,0,0,50000.0,0,0,831526,831526,No
bc1q32txwkgynpw7675l4u003eh6yvqrpn6x8phzfg,0,0,0,0,0,50000.0,0,0,833627,833627,No
bc1q3akanlt39szxdtvdfvuxlg7x3kk7e3d0m3ddfx,0,0,0,0,0,50000.0,0,0,820126,820126,No
bc1q3nyjska692hhehqft7auvztennjlmgdfall7hx,0,0,0,0,0,50000.0,0,50000.0,821762,833206,No
bc1qqd6qqeu4nlje6scrphat4uqpkclw4u0eqarlku,0,0,840000.0,0,0,50000.0,0,0,789305,833951,No
bc1qqdl5ttlh7ug8eft8kjh9frsylwqlgeqhytwl7r,0,0,0,0,0,50000.0,0,0,827143,827143,No
bc1qqh8cwqqcsg2448sf3yaxkj6u74m9xjlyk08z9a,0,0,0,0,0,50000.0,0,45000.0,821661,821661,No
bc1qqng6wp9qmtv6q8czl5p6kgdcva3rjlu5xrs22y,0,0,130000.0,0,0,50000.0,0,0,819954,819956,No
bc1qr0h0gzgdnyqdj73zpg2ad2f2lne6krtafnruyg,0,0,0,0,0,50000.0,0,0,821562,821562,No
bc1qr3778p0q2zsvg3nmqytp4n8973qt0gl30yqkj8,0,0,0,0,0,50000.0,0,0,822966,822966,No
bc1qrlnxfxvsht76n40xruj3504tglunexe9mmc9ye,0,0,0,0,0,50000.0,0,0,823384,823384,No
bc1qrqf34tvpxtswtkr3vf56v2jnnqr350uz9s9dg9,0,0,0,0,0,50000.0,0,0,831797,831797,No
bc1qrrujsae79fva5tx9kp57nhlhal03fnw2p7frfa,0,0,122000.0,0,0,50000.0,90000.0,0,820056,822475,No
bc1qrrxkjstm6yc4wyfq3w2fg2gzne9vs0g4wntcp6,0,0,0,0,0,50000.0,0,0,820503,820503,No
bc1qrtzv4v6ma8wtwzvgpulc8xy0p4rxwpljntryxt,0,0,0,0,0,50000.0,0,200000.0,821453,821459,No
bc1qrycylvnu7rf5nwm8dggywpldmf8phajj0jh5f5,0,0,35000.0,0,0,50000.0,0,2000000.0,821136,821141,No
bc1qs7gpcnzc5jus3m67qqx0j3fc8ds9tupzpx97g7,0,0,40000.0,0,0,50000.0,120000.0,0,816738,822615,No
bc1qs8u0eumrz8hprg2m2lcfj9gzt8j8mhq2wlz524,0,0,0,0,0,50000.0,0,0,820129,820129,No
bc1qs9ck49yr2qfh0qhuwd0r3rj3w3uux40zh5tjjm,0,0,0,0,0,50000.0,0,0,820080,820080,No
bc1qsal2pjwz9pylwvvg2c7ztt2s6ksrd23qh03rd7,0,0,0,0,0,50000.0,0,0,820283,820283,No
bc1qsec4mxuq09fec4y9h22v5ggkh4lvwumlr8greg,0,0,0,0,0,50000.0,0,0,816778,816778,No
bc1qt067ht2wm2gw9n05k6j6gnawjvxdz5wak9zh2t,0,0,0,0,0,50000.0,0,0,823336,823336,No
bc1qtcl5ndvmrjujuu8pg2wqghvy0slgfmylht076p,40000.0,0,0,0,0,50000.0,0,0,821130,821131,No
bc1qteeeawfrvcrxm8kcd40ugp8a2lsnakj2ynwfgh,0,0,0,0,0,50000.0,0,0,829505,829505,No
bc1qthf5t0llhsyztc48a86a7qcc5ykelzxqjchr09,0,0,189000.0,0,0,50000.0,0,0,820933,820947,No
bc1qtqeyywu4jtndukav3fpkl5edalpu2hu6cg9nr6,0,0,0,0,0,50000.0,0,0,828833,828833,No
bc1qtswmf3u8w79kfugcdya358w6y0hvthhndf8wmh,0,0,0,0,0,50000.0,0,200000.0,820026,820971,No
bc1qtzk0ekhevak5uuk54xdqwgj8fygvgwke355qvz,0,0,0,0,0,50000.0,0,0,835472,835472,No
bc1qufuzzy2xa2wj74jweq7vgpv9lyf0llp2wrsqnu,0,0,0,0,0,50000.0,0,500000.0,833904,834662,No
bc1quh3xc6rslh3ucd5cvf3qgpj0az2eaxmxuqmdx7,0,0,0,0,0,50000.0,0,0,820991,820991,No
bc1qulz0g5y372v6586zxryfdmfru8a8as3w694dxe,0,0,5000.0,0,0,50000.0,0,0,821005,821143,No
bc1qussnzg622sg0ndkpp7fy8efxjuelwyr3v95hd6,0,0,0,0,0,50000.0,0,0,825426,825426,No
bc1quwz354cvkp4cs0k75ve732txmwwgpqa79xrmvz,0,0,0,0,0,50000.0,0,0,821026,821026,No
bc1quy3ehrkupzqlcnh9d6dvdj674lzurkglvmx83u,0,0,0,0,0,50000.0,0,0,834687,834687,No
bc1qv3hmsg8h3jm2n6tse878w3wjecn8gp4gznkkcd,0,0,380000.0,0,0,50000.0,0,0,832872,833119,No
bc1qvhl4y2n3v47rasek9np89n09mcgfknhd94f5zx,0,0,0,0,0,50000.0,0,50000.0,821569,822077,No
bc1qvp8k2vq5nwlr8pzntlqvhxykyvc2v438n9hqga,0,0,0,0,0,50000.0,0,0,825947,825947,No
bc1qvue6gaq0wq2pfq0z28mf4uu0ct8nq2e35rx9jt,0,0,100000.0,0,0,50000.0,0,0,822179,834047,No
bc1qw88hq62dsnjtf9rm7c4wxwmy8mvtyfhqe6qm8e,0,0,0,0,0,50000.0,0,200000.0,825005,833920,No
bc1qws44pn8ddn4fkvlx2grywcjrme49pkk9qjhla5,0,0,0,0,0,50000.0,0,0,821882,821882,No
bc1qx0yme4swafk3e2dadxxu7er8whfy75tucanp6d,0,0,0,0,0,50000.0,0,0,822909,822909,No
bc1qxnpqkt49nxgaw9jg9ph9u2esz697gmcdg8eglw,0,0,0,2500.0,0,50000.0,0,100000.0,817250,820686,No
bc1qxt0d6rca2ld3eaf0d4k6sudr02k07wrg3xaqce,0,0,0,0,0,50000.0,0,0,821009,821009,No
bc1qxtv24at902xtverudr7atv0ad40de60vc9ar09,0,0,22222.0,0,0,50000.0,0,0,816671,823897,No
bc1qxv60ujg8vqwjd4ylsvrlcw48l9nn6xzxupgkag,0,0,0,0,0,50000.0,0,0,833900,833900,No
bc1qy5z9hq98nvt93025g6q8vmmghm6t5majukqpgm,0,0,0,0,0,50000.0,0,0,821142,821142,No
bc1qyfnm2hdrhyyfgqfn5v3ml90yq5vhwdafwejek7,0,0,0,0,0,50000.0,0,0,821640,821640,No
bc1qzef28e72yehqxwrasu3klpk0f4vrkj9zh9v56t,0,0,0,0,0,50000.0,0,200000.0,823128,823249,No
bc1qzf22qkrfanduu59ckxwqdl8a0a30nhgzprtwya,0,0,0,0,0,50000.0,0,0,819997,819997,No
bc1qzkq0mcmq996rxnwz698er6mpeh2wupypl93rch,0,0,100000.0,0,0,50000.0,0,0,820426,820427,No
bc1qzmey0wg592mz44rawduszffnzzgrhmknekaec3,0,0,0,0,0,50000.0,0,0,827592,827592,No
bc1qeu0lft0l5tnw0u6zffqdklydsw09jgzpa0p0n0,0,0,0,0,0,50000.0,0,0,824786,824786,No
bc1qf43kz86whzamaz9j7gr3q7p92k8t7r0swrm2a9,0,0,0,0,0,50000.0,0,0,820944,820944,No
bc1qf55gq5f5a0algm3d8hlv7zukux58tmahgdsjk3,0,0,55555.0,0,0,50000.0,0,0,816255,816473,No
bc1qfga7ll068wlgsd2s627ctnxy04glm2gue63ucj,0,0,0,0,0,50000.0,0,0,820018,820018,No
bc1qfgx8t690xwrrh5yu5p60hut2hdavy3zjy8f2pa,0,0,0,0,0,50000.0,0,0,820105,820105,No
bc1qfrw9y2f7th6n5k2xzdd94rqdvjs0pt92p6lsv8,0,0,0,0,0,50000.0,0,0,821470,821470,No
bc1qfvr9r7ayam0vsntnys0zjrrs7c3p9jw56kxhsz,0,0,500000.0,0,0,50000.0,0,0,821114,821304,No
bc1qg9vt9vrklvayrftm8ly4tjjmw92ppadxwkjfnc,0,0,0,0,0,50000.0,0,0,820814,820814,No
bc1qgd78pedl9a9x5vwczn3n3x8uue0377mym00arr,0,0,0,0,0,50000.0,0,0,820006,820006,No
bc1qgelu0yap596j0ytt7zw0lk2ut4phwynjldmfz4,0,0,0,0,0,50000.0,0,0,834170,834170,No
bc1qgk9jj2l6rujmhqdklfcl2z4qccmhza5vw5cqwu,0,0,0,0,0,50000.0,0,0,833656,833656,No
bc1qgkp23w98g727j47pyeg2tjudcsrp2nqxjtsfw7,0,0,0,0,0,50000.0,0,0,820010,820010,No
bc1qgrgd9pvkxyntx3e6kvktfcanpdp8e8l8t4a7cp,0,0,0,0,0,50000.0,0,100000.0,823023,824017,No
bc1qgwt68wdfehqu6j3tmq077vnzn0sd5d0hg6fjrh,0,0,0,0,0,50000.0,0,0,821163,821163,No
bc1qgxxxm9zlwq6lp2uhwsn9l48ktmr45uwx4rdeew,0,0,0,0,0,50000.0,0,0,821348,821348,No
bc1qgyrcd007hhm0w53fmsq003l0dge4n9jphu5zvh,0,0,0,0,0,50000.0,0,0,816096,816096,No
bc1qgzftwtz528sr7a768ujkxv9905rp2jcz7ucw4m,0,0,390000.0,0,0,50000.0,0,0,820393,820395,No
bc1qh7czufh02kn5rscjjyctafl3dye4cwqngfzx9l,0,0,100000.0,23725.0,0,50000.0,10000.0,0,821123,834472,No
bc1qhal2xsvpaqslvphazxwj5lzddvs2v4vmrhckzk,0,0,0,0,0,50000.0,0,0,821000,821000,No
bc1qhmk9ndgdk5nkmgsed8g7gn08wv0vsffmwlnhwk,0,0,25000.0,0,0,50000.0,0,0,820008,820010,No
bc1qhmz455d62pe0xu9h65wcxjjwvymjqamjl7pw49,0,0,0,0,0,50000.0,0,0,820614,820614,No
bc1qhn8048lpzfez0nucu3h3cesaqlh6fn6jzz9qfg,0,0,100000.0,0,0,50000.0,0,0,820083,820394,No
bc1qhpcadt0ps20e8s63xg8x4m3dqqe0ruhn7gegsd,0,0,0,0,0,50000.0,0,0,820161,820161,No
bc1qjdpvt3fd2efws9fnankddxklsec4695e7jv3fk,0,0,0,0,0,50000.0,0,0,821334,821334,No
bc1qjetnc29rkl0plkwx8eq007rnr48nmfzpg5tnqv,0,0,0,0,0,50000.0,0,0,821034,821034,No
bc1qjk94a2a822c706sq0gggjhmttfccpxtfg6jkr6,0,0,0,0,0,50000.0,0,0,820882,820882,No
bc1qjkglcxv86m5dygcgqgdd82auzmu6nmwv9swtdj,0,0,0,0,0,50000.0,0,0,820647,820647,No
bc1qjr2pxvks366se795xk7l85z2ey0chm24kjgamh,0,0,0,0,0,50000.0,0,0,820990,820990,No
bc1qjw0vme0e0jdvfa609qcq4674wgpa7d7lcdf0un,0,0,0,0,0,50000.0,0,0,834389,834389,No
bc1qk0j8hkyfat8eh2y53drxc994w500554mg3750d,0,0,0,0,0,50000.0,0,0,820805,820805,No
bc1qk4uuqtg8clrfqd05g7r6cf7vqwpmklpt00lqj2,0,0,0,0,0,50000.0,0,0,817149,817149,No
