address,$viva,bos,kevin,sato,spad,stamp,stmap,utxo,stamp_count_andy_gone_pepe,stamp_count_bos_nft,stamp_count_fridapepe_by_lu,stamp_count_frogtheculture,stamp_count_garbagepailstamps,stamp_count_hnftpepe,stamp_count_immortalpepes,stamp_count_k_everywhere-fineartpepe-pepelost_inart,stamp_count_memes_by_lu,stamp_count_stampshroomz,stamp_count_thiccc,stamp_count_vandalmigos,stamp_count_vivalastamps_nft,stamp_count__total,stamp_count_unique,SPAD_Bonus
bc1q55n3r506nq9h88aprhyjfvz65pta4jnls763pf,0.0,0.0,0.0,0.0,0.0,185000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qartas9v2m42q4cqy3p7n9czqsx68swat0dfzzm,0.0,0.0,100000.0,0.0,0.0,185000.0,150000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qyh5qzm62s3hye5q6l5rmq8vgstyfd8ap8en9ma,0.0,0.0,1000.0,0.0,0.0,185000.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qc0qc63xcg3k0u37da2k89qc52apqms5k862c09,0.0,0.0,0.0,0.0,500000.0,181000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
bc1qsw896523p9d5mla8uj8s2jhx7e3e0rkrpekd9t,0.0,0.0,60000.0,0.0,0.0,180000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qtyr6ta5gqzlc7xdl2ktjyly7g6d6fsdeyzderp,0.0,0.0,0.0,0.0,0.0,180000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qk4vpz0znazew0w84jysqp42kdg94t5wenv58pd,0.0,0.0,100000.0,7000.0,0.0,180000.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1pmy7et0f5984mezcy8zp826hlhcpgfwzvpkqwl4amg0eqsqh50m5sf4ckp3,0.0,0.0,0.0,0.0,0.0,180000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q3225p80eydpy4r24s7dyh9w2eqdu9n8e27yajt,0.0,0.0,0.0,0.0,0.0,180000.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q3mq8ahyq766xde92eja5wrd3zp76nwrz0yt5zp,0.0,0.0,140000.0,80000.0,875000.0,180000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,true
bc1qkq9jc3weux38du7v5qyks3vkcda329z7lz5uzv,0.0,0.0,0.0,0.0,0.0,179000.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qmj4mut6x8hx4qxznfn8lt0e03z9zdwrjmq99e4,0.0,0.0,249900.0,199500.0,0.0,179000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q7rvtt0ygx2maxdrrpc8n4xsk5uu90q8e7932h8,0.0,0.0,190000.0,0.0,0.0,176000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qggka2lqyksddt4kk2ay97kp6679r6pfnznqxvq,0.0,0.0,49000.0,0.0,0.0,175000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qk9sgrgdz7hyjvxetf6wmrt3q2l2qhjc7w9z3w6,0.0,0.0,0.0,0.0,0.0,175000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qwkkp4q43u6smrcjcdx9v6exsz9u0afg8x6d5sp,0.0,0.0,0.0,0.0,0.0,175000.0,0.0,320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qxyft33ay2a3w6pyym5jcdww96dm3sahxu5lds5,0.0,0.0,0.0,0.0,0.0,175000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q8k5xs8xwkfk57942pnzu8qpu0u0qe7hr36l9j2,0.0,0.0,19000.0,0.0,0.0,174000.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,false
bc1qd5fydkc9s0u78mcnd78q433wjz9zxhxy27q8uk,0.0,0.0,70000.0,0.0,0.0,173480.0,52000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qc7xqgnw88pcu3nf6hx66sza89u7ktn9slgwzdn,0.0,0.0,680000.0,0.0,0.0,172000.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
1LzkcYazTNMha6t9fbF49JcRT25YvcHvwo,0.0,0.0,0.0,0.0,0.0,170400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1p43u39taamp4u0p3n86gr4a6mzynpea3hfud5uf7l5f08j2k0kvcsj5vrs9,0.0,0.0,0.0,0.0,0.0,170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q2d7cm0vpsjke7npymf0n2mq8zy8ea92n6jhzew,0.0,0.0,0.0,0.0,500000.0,170000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
bc1qwwxfc8lrckrtxeaq0nx28qmj8rcqqykkuhuupn,0.0,0.0,0.0,0.0,100000.0,170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
bc1qx54tf9uyjxtht2ntu0aw6e2gk0u7z4gh5p3hnp,0.0,0.0,0.0,0.0,0.0,170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qxqh98v3namtxydw6rzvq53vs8cw70skfgplwpr,0.0,0.0,84000.0,0.0,500000.0,170000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,true
bc1qnh43y93wsz8qpyy4c77ukfescah37tmhcqye9n,0.0,0.0,0.0,0.0,0.0,170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qnrxlgf3x5afzcsnpda42x022uewy9rytmemm2l,0.0,0.0,0.0,0.0,0.0,170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q64gwqhp89qj56yqmh7vp4te4jj9s5ksfauxnum,0.0,0.0,0.0,0.0,0.0,170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qr4krmxxnx6yjggk78lv0guczcxf9rjl6e8076x,0.0,0.0,0.0,0.0,0.0,165390.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q3e8z5sfnde862uy7slcmjmgtsyhnmydztp7y65,0.0,0.0,0.0,0.0,0.0,165000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q9qz9un8ugn7rrc9eyxtg07emrx034ffyxdlk2w,0.0,0.0,0.0,0.0,0.0,163000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q8j82r2202w6e9v87xq96vuxe4e6jkveum9dxjy,0.0,0.0,0.0,0.0,0.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qavkyw6s9sk062cum6t58t5gmy08n6hemx2s2zf,0.0,0.0,0.0,0.0,0.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qcen3v45rad6jfs4uggpmw375ez82s4s309pvnj,0.0,0.0,0.0,0.0,0.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1pydhgjxjp205k3mmgt9jw53t8q5ranzarkdygvhrszckcsyp90xrsz0d2pc,0.0,0.0,0.0,0.0,0.0,160000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qr69v38ctj9jymhryeza2ke6986xj7e3s7e0f68,0.0,0.0,294000.0,0.0,0.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qu4efagdmj2zf0knt9g8lxceyy9davkd7lrtqy4,0.0,0.0,0.0,0.0,0.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qn32xs598dv0vu4qrmj0jxn66fwgqpx5ccstdc7,0.0,0.0,15000.0,0.0,0.0,156000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1pa66tc49meu2ykke8mhcylpl5q52lvq4cqaw860zr54jfrtexp3rqprrxru,0.0,0.0,0.0,0.0,0.0,155000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qr9mcc8pnulrsv9wm6lk5gcfvp00c08hkdcx8t6,0.0,0.0,0.0,0.0,0.0,155000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qtjze96473zqp99wl8pf78afu088rv5sm7cyqes,0.0,0.0,0.0,0.0,0.0,155000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qxe0rcljwv4e32apfvaakk8j5m677a3cd2t4w28,0.0,0.0,83800.0,0.0,0.0,154900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q4yjesjeasqhfxq7txjak8ztftt7ddhnugc456l,0.0,0.0,0.0,0.0,0.0,152500.0,0.0,425000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qkwand6jw88sl3sd6kz06vxp5u60mfjg2t9xqre,0.0,0.0,0.0,0.0,0.0,152000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
3H9S58RYuLnQYqx3fwqpXrK2yLpZ7tXXvq,0.0,0.0,0.0,0.0,0.0,150100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
12mctTBgPUjwNW7iv3e3Z3Mx57ZdQh7DYY,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
156MCX91gz2Z8yyT7apX3JeyfnmDVNL1qH,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
1CArj3yngd6mgkoppZiNnCx546vKCP5Ly6,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
1G1bs54vfXp6mvnKJMgwPQ9th1LNf7Pxy7,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,15.0,3.0,false
bc1p6vvswekp9lkkxkvv8sv4aqdja2u7e5h96t3xufux20tmrc5pdefqt6c5vv,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1pl7d57eetfqn4lcxl4x0mv5e4r2k33w5kucsgmuap7druar7cr4vs29ah0s,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1plp4f9qnruq57qqgsgzf5vq9npsewsqfs53dp3mnj4d4k0rqpeyeqjtkaen,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1pqcy7gsncxszyvmtrepkkzpaus73dctv3j8hgprp00zz3eug454qq6ef6az,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q0khc78897pxmgln5x5gkteustak745f6ekr2w6,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q0uvplkcnnkzxk3hcm06eh8x6umztqmsa70s0hz,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q2mhwl9ag83hca8fds4ak05z2hujts3d7aqkuzy,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q32tgayn3hf68mrawuh9hvkatza8jxf4kgxl3yn,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q48u8662ylfrh9fakxeqerzf3qt5ljwhyq82qa2,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q6cen8c7h0786tc8ykt32l20uu4rjh6rmuksnef,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q8s8g5759c6r4n2mht7kh2pa7zpyv6yqd5f456j,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q8ye0najmnvftqt45gpg0gvlq9mz7jt4g06mjvj,0.0,0.0,420000.0,0.0,0.0,150000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,false
bc1q9mvkvm06lyqlx0rh3exlg36500r2pykenthx7w,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qa3cwc7h5exu52zp7g59ss80r5r9c2lsuel365r,0.0,0.0,200000.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qahgkff48zj7uc9969wwf2fva4h3c873shllafm,0.0,0.0,5000.0,0.0,200000.0,150000.0,6000.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
bc1qav8yr9h9kxgd4dyukj2jguzu0e2fz5uq6nchqg,0.0,0.0,0.0,50000.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qcasg6qcxmjnzvdnktyx0y30dfzaln7tufdd0pq,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qcpanlx2eg4rr3ufwj8u43m40shpzfaat5l4fvu,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qdrk0g2svyr8nj8fx3up4ka9p4pd20w593ngydj,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qdsjvx3tnd4y64tq3zs7j4jxcqx8qcmdr6ueu65,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qdvhkyw726qrcysjp2kktwvus87nqjp6lxyvnqq,0.0,0.0,0.0,0.0,150000.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
bc1qruvy5rgrg5u60k7wk4hfsf3jgs9td4cz4ulj6m,420000.0,0.0,570000.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,false
bc1qtuuz5us23ygd70h5ljs92cu49t77st8smh388p,0.0,0.0,1000.0,0.0,0.0,150000.0,0.0,1850000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1quwfefry63883adsqkxj3wtkgwewkskcr8nr9n9,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1quwtcavaug7ye934fl98zn6uf5mjrk57yt38t3c,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qvpfjn6asza00f63690tzsx3z76n89alssll9sz,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qy93vney6ga2qlk4vfxkwwea320t5dywesefkhm,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qyh9ulxs6lmlmgvl3s8paeatsq80aaeyh9wck8c,0.0,0.0,0.0,5000.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qyv8rsywlaxqy9a2acm38lzywm0nzuvx0znzfj9,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qz7580yhcg902cx5vh0hpknwaqptlmjgkumkr34,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qg6kg4tpm0fdp5r2q609r4wngg0qe3ek7nxryuw,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qj6hfzm5k0umvwdet92guyn8wjs4h4svu728qhz,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qjl88yvqq6cek7g2h06tsa8js2wwy5kmcsc2de6,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qjrmy7us2443xxlzxu8m3tsmjkd43g9l8jsuppz,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qjsn5rymc93khvr9mrjunelfu83ttj7h4rmra5d,0.0,0.0,54400.0,0.0,0.0,150000.0,0.0,170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1ql7ayt7r3zp3qfgs3z32jkp06fe3rdtj2ksmq49,21000.0,0.0,100000.0,0.0,0.0,150000.0,15000.0,100000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,false
bc1qlgnsfsv3akstffjyrzzhl46ea26wggc50zmgee,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qmepe4hs3dpl7h9n443sxgsqjdrxmledtay7tx0,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qmfgle6g6z3he3cf89grxe0hpcua2xpcygfxl9q,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qmnq23ra4724au87r78kt2qjlltljng5a897f9e,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qmy4gpegtlaanw48lzuxwcpajcpcelgjl4c5ztq,0.0,0.0,100000.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qneewdjfvg4nm0vuskjm784x8xshjnz0gkvj9cr,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qnh7qy5xknk2hj8zwqex8kw4037q4ysutz82g6v,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qprq0h3ufqap4ul36s6vsw02nsngd8rq5klcm6x,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qpsgl6dt5z65x5m32qwfdj808mxlajw2y9g203u,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qq5xyqmm7gtdare02g52t7pe9tqpcyc8t050zcc,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qs9ljnrd7ag2ughk5rtsrhehfxr7ju3w39atk5h,0.0,0.0,0.0,0.0,0.0,149500.0,135000.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q747ms8q0qul3gusl8g7yxpcg2z6wfscskzh7jd,0.0,0.0,160000.0,0.0,0.0,149000.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q7qf88hjkk52tgs2n4y64s7laj0n3kmc9wjuzpp,0.0,0.0,90000.0,0.0,0.0,145000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1q9zq89y3a60wa2cjtryeradhfsc50jecxwjhzjl,0.0,0.0,0.0,0.0,0.0,144000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1qfugy7vgfyc08slzxfvff49xhjhd6l7a26rs48w,0.0,0.0,0.0,100000.0,0.0,142500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
bc1ql0yk63u7d47maujamvx79t5u5tu64pqy0lztnw,0.0,0.0,0.0,0.0,0.0,140000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false
